game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp,team_elo,havoc,points_per_opp,average_field_start,power_success,second_level_yards,open_field_yards,line_yards,success_rate,explosiveness
L (10-26),2,17,37.0,176,1,23,31,0,1.3,60,3.5,1,3,1,12,5,45,1,1,0,2.0,20.0,34.0,262.0,1.0,39.0,79.0,1.0,2.0,73.0,4.7,2.0,4.0,2.0,17.0,5.0,50.0,2.0,0.0,-17.14850529966192,,,,,,,,,
L (14-21),4,10,15.0,114,0,43,241,2,5.6,58,6.1,2,9,2,15,5,40,4,0,0,1.0,13.0,25.0,202.0,0.0,40.0,188.0,3.0,4.7,65.0,6.0,0.0,10.0,0.0,18.0,8.0,84.0,1.0,0.0,-8.256482408522679,,,,,,,,,
L (24-28),2,16,24.0,238,2,41,118,1,2.9,65,5.5,4,11,4,24,12,116,1,1,0,1.0,11.0,17.0,104.0,1.0,36.0,105.0,2.0,2.9,53.0,3.9,2.0,7.0,2.0,14.0,10.0,75.0,1.0,0.0,-0.0041177533669181,,,,,,,,,
W (34-20),1,15,23.0,231,1,53,279,3,5.3,76,6.7,3,16,3,28,2,15,0,1,1,3.0,15.0,26.0,214.0,1.0,24.0,113.0,2.0,4.7,50.0,6.5,0.0,5.0,0.0,12.0,6.0,41.0,1.0,2.0,36.56776227440811,,,,,,,,,
L (17-24),0,18,34.0,192,1,42,280,1,6.7,76,6.2,1,14,1,23,8,57,0,0,0,0.0,14.0,25.0,197.0,3.0,35.0,162.0,0.0,4.6,60.0,6.0,2.0,7.0,2.0,16.0,5.0,45.0,0.0,0.0,16.55688468258533,,,,,,,,,
W (41-21),1,15,23.0,227,1,51,271,4,5.3,74,6.7,0,14,0,24,4,35,1,0,1,1.0,15.0,32.0,159.0,1.0,29.0,105.0,2.0,3.6,61.0,4.3,1.0,6.0,1.0,14.0,1.0,5.0,1.0,0.0,24.315714348956035,,,,,,,,,
W (37-27),1,7,14.0,91,1,43,406,3,9.4,57,8.7,1,16,1,19,6,54,0,1,0,1.0,24.0,43.0,247.0,1.0,33.0,220.0,2.0,6.7,76.0,6.1,3.0,7.0,3.0,23.0,7.0,65.0,0.0,1.0,44.69521495696502,,,,,,,,,
L (14-20),1,16,34.0,131,0,38,208,2,5.5,72,4.7,3,9,3,18,11,111,0,1,1,1.0,14.0,29.0,201.0,0.0,45.0,226.0,2.0,5.0,74.0,5.8,3.0,5.0,3.0,19.0,12.0,98.0,1.0,0.0,-7.173940776318799,,,,,,,,,
W (27-10),2,8,17.0,49,0,56,284,1,5.1,73,4.6,5,16,5,24,3,30,1,1,1,2.0,21.0,32.0,314.0,1.0,31.0,124.0,0.0,4.0,63.0,7.0,1.0,8.0,1.0,22.0,8.0,61.0,2.0,0.0,33.259088648284994,,,,,,,,,
W (70-13),0,24,28.0,433,4,41,304,6,7.4,69,10.7,1,11,1,29,4,36,0,0,1,0.0,24.0,44.0,234.0,1.0,27.0,59.0,0.0,2.2,71.0,4.1,3.0,2.0,3.0,19.0,5.0,33.0,0.0,0.0,69.1535847453115,,,,,,,,,
W (25-21),2,22,32.0,247,0,52,258,3,5.0,84,6.0,1,15,1,30,1,15,2,0,1,0.0,25.0,46.0,298.0,1.0,18.0,35.0,1.0,1.9,64.0,5.2,0.0,3.0,0.0,18.0,5.0,25.0,0.0,0.0,79.69777774173396,,,,,,,,,
W (38-31),0,17,30.0,132,1,54,336,4,6.2,84,5.6,5,14,5,28,8,69,0,0,0,2.0,23.0,39.0,236.0,3.0,27.0,155.0,1.0,5.7,66.0,5.9,3.0,7.0,3.0,21.0,8.0,83.0,2.0,0.0,125.46019898929056,,,,,,,,,
W (46-39),3,24,29.0,202,3,47,345,3,7.3,76,7.2,0,17,0,27,4,47,3,0,0,3.0,13.0,20.0,140.0,1.0,43.0,298.0,4.0,6.9,63.0,7.0,3.0,13.0,3.0,23.0,2.0,10.0,2.0,1.0,134.6567824180817,,,,,,,,,
W (45-17),2,35,47.0,357,3,45,269,3,6.0,92,6.8,0,14,0,29,9,60,1,1,1,1.0,17.0,36.0,125.0,1.0,25.0,37.0,0.0,1.5,61.0,2.7,0.0,4.0,0.0,9.0,6.0,60.0,1.0,0.0,10.39709732081046,,,,,,,,,
W (45-17),0,22,29.0,266,3,34,249,3,7.3,63,8.2,1,10,1,25,8,70,0,0,0,2.0,26.0,42.0,258.0,1.0,34.0,51.0,1.0,1.5,76.0,4.1,3.0,8.0,3.0,19.0,5.0,40.0,1.0,1.0,50.613991704622656,,,,,,,,,
W (42-32),1,18,23.0,299,4,38,203,2,5.3,61,8.2,1,9,1,21,11,68,0,1,1,2.0,23.0,34.0,287.0,0.0,43.0,192.0,3.0,4.5,77.0,6.2,3.0,14.0,3.0,31.0,4.0,29.0,1.0,1.0,95.07159984133553,,,,,,,,,
W (38-13),1,18,29.0,199,0,45,324,5,7.2,74,7.1,1,16,1,26,6,50,1,0,1,1.0,15.0,31.0,125.0,1.0,34.0,145.0,0.0,4.3,65.0,4.2,2.0,9.0,2.0,18.0,3.0,25.0,0.0,1.0,105.98709387881404,,,,,,,,,
L (28-34),1,26,39.0,245,1,37,219,3,5.9,76,6.1,2,14,2,26,4,23,1,0,1,0.0,23.0,29.0,312.0,2.0,36.0,124.0,2.0,3.4,65.0,6.7,0.0,9.0,0.0,22.0,3.0,32.0,0.0,0.0,120.25440526474392,,,,,,,,,
W (35-28),0,21,30.0,189,1,64,352,3,5.5,94,5.8,0,23,0,33,7,45,0,0,0,2.0,24.0,34.0,294.0,4.0,18.0,67.0,0.0,3.7,52.0,6.9,1.0,2.0,1.0,15.0,5.0,34.0,2.0,0.0,135.43198707801068,,,,,,,,,
W (66-14),0,25,30.0,330,2,28,208,4,7.4,58,9.3,2,11,2,27,6,60,0,0,1,4.0,14.0,28.0,134.0,0.0,34.0,146.0,2.0,4.3,62.0,4.5,1.0,6.0,1.0,14.0,4.0,55.0,0.0,4.0,15.806592273217031,,,,,,,,,
W (45-17),0,25,37.0,284,2,38,233,4,6.1,75,6.9,2,13,2,29,4,50,0,0,1,2.0,21.0,30.0,257.0,1.0,32.0,164.0,1.0,5.1,62.0,6.8,2.0,7.0,2.0,23.0,3.0,17.0,1.0,1.0,59.15660514999415,,,,,,,,,
W (42-25),1,27,37.0,348,3,30,137,3,4.6,67,7.2,3,10,3,29,8,65,0,1,1,1.0,23.0,32.0,243.0,1.0,29.0,88.0,2.0,3.0,61.0,5.4,2.0,7.0,2.0,20.0,7.0,74.0,0.0,1.0,98.33826928022904,,,,,,,,,
L (42-43),0,25,42.0,381,5,27,175,1,6.5,69,8.1,2,10,2,28,12,93,0,0,0,1.0,31.0,45.0,424.0,2.0,32.0,138.0,4.0,4.3,77.0,7.3,4.0,9.0,4.0,31.0,5.0,42.0,1.0,0.0,111.58528434264986,,,,,,,,,
W (41-35),1,26,41.0,360,4,28,155,2,5.5,69,7.5,0,7,0,24,5,36,1,0,1,1.0,35.0,49.0,406.0,3.0,24.0,63.0,2.0,2.6,73.0,6.4,3.0,5.0,3.0,22.0,5.0,35.0,0.0,1.0,157.1654723277953,,,,,,,,,
W (48-45),1,32,43.0,470,2,38,179,4,4.7,81,8.0,1,11,1,30,5,44,0,1,0,5.0,23.0,38.0,309.0,4.0,37.0,204.0,2.0,5.5,75.0,6.8,2.0,13.0,2.0,27.0,6.0,35.0,2.0,3.0,193.4395645590517,,,,,,,,,
L (24-47),2,28,41.0,363,3,27,56,0,2.1,68,6.2,0,5,0,19,4,39,1,1,1,1.0,31.0,45.0,424.0,2.0,32.0,138.0,4.0,4.3,77.0,7.3,4.0,9.0,4.0,31.0,5.0,42.0,1.0,0.0,209.7598262321968,,,,,,,,,
L (26-29),1,22,32.0,216,1,39,230,2,5.9,71,6.3,0,13,0,25,3,15,0,1,0,1.0,17.0,24.0,168.0,0.0,39.0,283.0,4.0,7.3,63.0,7.2,0.0,14.0,0.0,23.0,7.0,38.0,1.0,0.0,-8.165825775375923,,,,,,,,,
W (34-13),1,19,29.0,260,2,45,205,2,4.6,74,6.3,3,12,3,26,5,35,0,1,0,3.0,21.0,36.0,261.0,1.0,20.0,6.0,0.0,0.3,56.0,4.8,1.0,1.0,1.0,15.0,6.0,70.0,1.0,2.0,23.657383290965605,,,,,,,,,
L (32-42),2,23,34.0,287,0,43,192,3,4.5,77,6.2,3,14,3,31,4,29,1,1,0,1.0,18.0,23.0,299.0,4.0,38.0,203.0,2.0,5.3,61.0,8.2,1.0,9.0,1.0,21.0,11.0,68.0,0.0,1.0,39.71999659787628,,,,,,,,,
W (21-17),1,17,27.0,175,1,42,169,2,4.0,69,5.0,3,10,3,19,6,65,1,0,0,2.0,27.0,31.0,222.0,1.0,19.0,42.0,1.0,2.2,50.0,5.3,1.0,3.0,1.0,14.0,8.0,52.0,2.0,0.0,83.18282564818394,,,,,,,,,
W (42-7),1,21,34.0,235,4,36,279,2,7.8,70,7.3,3,14,3,29,4,50,0,1,1,0.0,12.0,25.0,155.0,0.0,26.0,22.0,1.0,0.8,51.0,3.5,2.0,2.0,2.0,9.0,5.0,45.0,0.0,0.0,118.69015877936798,,,,,,,,,
W (63-21),1,21,24.0,279,4,43,383,5,8.9,67,9.9,3,18,3,33,4,39,0,1,0,0.0,15.0,28.0,123.0,1.0,25.0,62.0,2.0,2.5,53.0,3.5,2.0,3.0,2.0,12.0,8.0,82.0,0.0,0.0,120.33869145122496,,,,,,,,,
W (31-20),2,20,31.0,281,3,54,261,1,4.8,85,6.4,2,14,2,31,6,60,2,0,1,3.0,13.0,33.0,119.0,1.0,39.0,245.0,1.0,6.3,72.0,5.1,1.0,12.0,1.0,21.0,4.0,35.0,1.0,2.0,19.41703632118551,,,,,,,,,
L (24-34),6,28,42.0,325,3,32,94,0,2.9,74,5.7,3,6,3,22,11,93,1,5,1,0.0,21.0,31.0,217.0,1.0,42.0,103.0,3.0,2.5,73.0,4.4,3.0,5.0,3.0,21.0,7.0,75.0,0.0,0.0,3.5313727075297745,,,,,,,,,
W (34-27),1,18,23.0,215,2,38,199,2,5.2,61,6.8,1,13,1,21,8,65,0,1,1,2.0,5.0,12.0,95.0,1.0,55.0,264.0,2.0,4.8,67.0,5.4,2.0,14.0,2.0,20.0,7.0,58.0,1.0,1.0,15.917959146197656,,,,,,,,,
L (14-28),1,17,26.0,104,0,36,113,2,3.1,62,3.5,0,7,0,13,1,10,0,1,0,1.0,13.0,26.0,199.0,0.0,50.0,330.0,3.0,6.6,76.0,7.0,0.0,19.0,0.0,28.0,5.0,25.0,1.0,0.0,30.90710166466304,,,,,,,,,
W (41-34),0,16,24.0,238,3,44,136,1,3.1,68,5.5,3,5,3,17,9,80,0,0,0,4.0,23.0,47.0,306.0,2.0,34.0,235.0,2.0,6.9,81.0,6.7,3.0,11.0,3.0,27.0,10.0,115.0,1.0,3.0,77.53610238743515,,,,,,,,,
L (23-42),2,23,42.0,306,1,44,162,2,3.7,86,5.4,2,10,2,24,8,60,0,2,0,0.0,14.0,23.0,220.0,4.0,36.0,208.0,1.0,5.8,59.0,7.3,1.0,6.0,1.0,15.0,8.0,80.0,0.0,0.0,88.12295925094637,,,,,,,,,
L (13-31),1,21,48.0,293,1,30,107,0,3.6,78,5.1,4,6,4,22,5,50,1,0,1,1.0,16.0,29.0,236.0,3.0,41.0,163.0,1.0,4.0,70.0,5.7,2.0,10.0,2.0,24.0,6.0,65.0,1.0,0.0,-9.849018832285331,,,,,,,,,
W (20-13),2,12,27.0,153,1,31,108,1,3.5,58,4.5,2,6,2,17,5,55,2,0,1,3.0,8.0,25.0,111.0,0.0,40.0,187.0,2.0,4.7,65.0,4.6,2.0,8.0,2.0,17.0,7.0,85.0,2.0,1.0,5.567447860488372,,,,,,,,,
W (27-10),0,10,11.0,123,1,54,199,1,3.7,65,5.0,0,12,0,17,5,40,0,0,1,0.0,13.0,34.0,93.0,1.0,19.0,84.0,0.0,4.4,53.0,3.3,1.0,6.0,1.0,14.0,4.0,21.0,0.0,0.0,9.88878498067775,,,,,,,,,
L (31-41),4,23,51.0,320,2,38,181,2,4.8,89,5.6,2,10,2,27,4,40,1,3,0,2.0,18.0,27.0,266.0,4.0,33.0,114.0,0.0,3.5,60.0,6.3,2.0,4.0,2.0,18.0,6.0,58.0,2.0,0.0,22.102899574614025,,,,,,,,,
L (13-24),1,20,35.0,191,1,34,101,0,3.0,69,4.2,1,9,1,19,8,67,0,1,1,1.0,21.0,27.0,265.0,3.0,35.0,113.0,0.0,3.2,62.0,6.1,3.0,6.0,3.0,20.0,7.0,43.0,1.0,0.0,34.32728788037598,,,,,,,,,
W (40-6),1,12,18.0,190,2,61,335,3,5.5,79,6.6,3,19,3,29,3,30,1,0,1,1.0,6.0,21.0,56.0,0.0,22.0,15.0,0.0,0.7,43.0,1.7,1.0,1.0,1.0,5.0,3.0,40.0,0.0,1.0,38.946220876498046,,,,,,,,,
L (35-37),1,28,45.0,337,3,28,104,1,3.7,73,6.0,0,8,0,24,6,54,0,1,1,1.0,22.0,32.0,206.0,3.0,44.0,138.0,1.0,3.1,76.0,4.5,2.0,7.0,2.0,20.0,11.0,75.0,1.0,0.0,-12.63838498275899,,,,,,,,,
L (20-41),1,26,40.0,269,1,44,139,1,3.2,84,4.9,4,10,4,29,10,45,0,1,0,0.0,15.0,23.0,161.0,1.0,36.0,298.0,3.0,8.3,59.0,7.8,1.0,12.0,1.0,21.0,9.0,88.0,0.0,0.0,2.4931814777891583,,,,,,,,,
W (31-28),1,24,35.0,273,1,45,213,3,4.7,80,6.1,2,12,2,30,6,57,1,0,1,0.0,35.0,49.0,373.0,2.0,24.0,108.0,2.0,4.5,73.0,6.6,1.0,6.0,1.0,26.0,7.0,53.0,0.0,0.0,46.73751953904487,,,,,,,,,
W (31-27),1,27,40.0,238,2,54,257,2,4.8,94,5.3,2,18,2,32,5,45,0,1,1,1.0,15.0,31.0,325.0,3.0,21.0,22.0,0.0,1.0,52.0,6.7,1.0,1.0,1.0,13.0,8.0,68.0,0.0,1.0,85.56858603429043,,,,,,,,,
W (51-7),1,20,30.0,226,1,41,258,5,6.3,71,6.8,3,12,3,29,8,68,1,0,1,5.0,15.0,31.0,147.0,1.0,31.0,112.0,0.0,3.6,62.0,4.2,2.0,9.0,2.0,17.0,8.0,66.0,2.0,3.0,127.9138861536255,,,,,,,,,
W (34-31),0,16,24.0,382,3,33,76,0,2.3,57,8.0,0,7,0,20,8,75,0,0,1,2.0,12.0,25.0,245.0,2.0,42.0,253.0,2.0,6.0,67.0,7.4,3.0,14.0,3.0,26.0,11.0,65.0,0.0,2.0,169.446261797041,,,,,,,,,
W (63-10),0,16,28.0,197,2,44,404,5,9.2,72,8.3,3,16,3,28,5,60,0,0,0,2.0,28.0,55.0,250.0,0.0,26.0,108.0,1.0,4.2,81.0,4.4,1.0,8.0,1.0,20.0,8.0,72.0,2.0,0.0,18.977595422284043,,,,,,,,,
W (38-28),1,18,28.0,255,4,39,173,1,4.4,67,6.4,0,8,0,21,5,50,1,0,0,1.0,19.0,26.0,203.0,3.0,31.0,151.0,1.0,4.9,57.0,6.2,3.0,7.0,3.0,17.0,5.0,40.0,0.0,1.0,33.04486630874563,,,,,,,,,
L (28-52),1,27,38.0,281,2,40,122,1,3.1,78,5.2,2,8,2,21,5,50,1,0,1,2.0,25.0,32.0,448.0,3.0,28.0,143.0,4.0,5.1,60.0,9.9,0.0,9.0,0.0,22.0,9.0,85.0,0.0,2.0,25.86102904291074,,,,,,,,,
L (14-17),1,22,45.0,242,1,28,57,0,2.0,73,4.1,1,7,1,16,5,35,0,1,0,4.0,17.0,25.0,211.0,1.0,40.0,97.0,1.0,2.4,65.0,4.7,1.0,8.0,1.0,19.0,2.0,10.0,3.0,1.0,11.640090784588494,,,,,,,,,
W (24-21),2,12,23.0,184,1,44,264,2,6.0,67,6.7,2,9,2,18,7,71,1,1,0,1.0,11.0,23.0,109.0,0.0,31.0,213.0,2.0,6.9,54.0,6.0,2.0,8.0,2.0,16.0,4.0,50.0,0.0,1.0,24.33743589478335,,,,,,,,,
L (3-24),3,13,34.0,180,0,29,42,0,1.4,63,3.5,4,4,4,12,5,40,1,2,0,4.0,17.0,25.0,196.0,2.0,45.0,198.0,0.0,4.4,70.0,5.6,1.0,9.0,1.0,18.0,10.0,71.0,3.0,1.0,-7.304854750987898,,,,,,,,,
L (20-22),2,19,38.0,138,1,29,149,2,5.1,67,4.3,3,8,3,17,12,105,1,1,0,4.0,22.0,33.0,277.0,0.0,38.0,75.0,1.0,2.0,71.0,5.0,3.0,3.0,3.0,21.0,12.0,91.0,3.0,1.0,2.236324360922236,,,,,,,,,
L (17-34),3,24,34.0,313,1,25,6,1,0.2,59,5.4,2,2,2,18,8,66,1,2,1,2.0,17.0,30.0,275.0,1.0,46.0,198.0,3.0,4.3,76.0,6.2,2.0,10.0,2.0,24.0,5.0,55.0,0.0,2.0,-13.527119651597292,,,,,,,,,
L (12-14),0,15,26.0,208,0,33,119,0,3.6,59,5.5,1,7,1,14,6,50,0,0,1,0.0,15.0,32.0,125.0,0.0,38.0,147.0,0.0,3.9,70.0,3.9,1.0,8.0,1.0,17.0,5.0,22.0,0.0,0.0,-10.423060919080347,,,,,,,,,
L (17-20),5,21,36.0,197,1,39,136,1,3.5,75,4.4,1,7,1,19,15,106,1,4,0,2.0,14.0,35.0,165.0,0.0,33.0,84.0,1.0,2.5,68.0,3.7,3.0,6.0,3.0,14.0,6.0,65.0,2.0,0.0,-13.131019310773114,,,,,,,,,
L (10-33),1,16,35.0,193,1,18,35,0,1.9,53,4.3,3,1,3,14,15,132,0,1,1,1.0,20.0,30.0,203.0,1.0,46.0,218.0,1.0,4.7,76.0,5.5,8.0,12.0,8.0,32.0,6.0,69.0,1.0,0.0,-3.395681808680024,,,,,,,,,
L (29-45),2,25,47.0,277,1,30,126,2,4.2,77,5.2,4,7,4,21,8,74,1,1,0,1.0,15.0,28.0,170.0,0.0,43.0,326.0,6.0,7.6,71.0,7.0,3.0,13.0,3.0,25.0,9.0,76.0,0.0,1.0,-15.116085317176488,,,,,,,,,
L (21-22),0,11,22.0,243,1,26,50,2,1.9,48,6.1,3,2,3,10,13,69,0,0,0,0.0,26.0,43.0,296.0,3.0,34.0,60.0,0.0,1.8,77.0,4.6,1.0,7.0,1.0,21.0,8.0,65.0,0.0,0.0,-30.907939165719,,,,,,,,,
L (7-24),1,16,28.0,177,1,26,104,0,4.0,54,5.2,0,4,0,13,0,0,0,1,0,1.0,19.0,31.0,262.0,2.0,41.0,165.0,1.0,4.0,72.0,5.9,0.0,10.0,0.0,20.0,4.0,30.0,0.0,1.0,-44.12130031060275,,,,,,,,,
W (45-25),1,18,27.0,300,4,40,151,1,3.8,67,6.7,1,8,1,21,5,31,1,0,0,3.0,16.0,26.0,181.0,2.0,34.0,113.0,1.0,3.3,60.0,4.9,0.0,4.0,0.0,11.0,3.0,23.0,2.0,1.0,17.838516795526367,,,,,,,,,
L (45-51),0,20,29.0,337,6,39,110,0,2.8,68,6.6,6,9,6,28,3,45,0,0,1,0.0,26.0,41.0,371.0,5.0,45.0,188.0,1.0,4.2,86.0,6.5,1.0,10.0,1.0,25.0,10.0,120.0,0.0,0.0,35.07743989435152,,,,,,,,,
W (45-10),0,15,22.0,267,2,42,221,4,5.3,64,7.6,1,13,1,26,1,5,0,0,1,2.0,10.0,21.0,182.0,1.0,53.0,225.0,0.0,4.2,74.0,5.5,0.0,14.0,0.0,19.0,6.0,36.0,1.0,1.0,78.91331158047686,,,,,,,,,
L (21-48),8,26,44.0,310,2,46,92,1,2.0,90,4.5,3,12,3,29,3,15,4,4,0,1.0,18.0,27.0,199.0,1.0,38.0,211.0,3.0,5.6,65.0,6.3,0.0,9.0,0.0,19.0,9.0,95.0,1.0,0.0,88.01030622225339,,,,,,,,,
L (34-36),1,18,31.0,320,4,41,170,1,4.1,72,6.8,3,8,3,23,7,56,0,1,1,0.0,31.0,49.0,448.0,3.0,38.0,136.0,2.0,3.6,87.0,6.7,1.0,10.0,1.0,30.0,8.0,78.0,0.0,0.0,68.60901043476181,,,,,,,,,
L (31-34),1,26,42.0,347,3,32,106,1,3.3,74,6.1,0,9,0,26,3,24,0,1,0,1.0,29.0,41.0,391.0,4.0,30.0,116.0,0.0,3.9,71.0,7.1,2.0,8.0,2.0,26.0,5.0,45.0,0.0,1.0,83.51859089817717,,,,,,,,,
W (45-20),1,29,44.0,393,4,34,132,2,3.9,78,6.7,2,8,2,29,5,52,1,0,1,3.0,14.0,29.0,193.0,1.0,39.0,147.0,1.0,3.8,68.0,5.0,2.0,8.0,2.0,19.0,7.0,70.0,0.0,3.0,17.656509457680674,,,,,,,,,
W (40-22),0,22,37.0,309,2,32,169,2,5.3,69,6.9,1,9,1,23,5,32,0,0,1,3.0,17.0,26.0,286.0,3.0,36.0,86.0,0.0,2.4,62.0,6.0,1.0,6.0,1.0,18.0,2.0,23.0,2.0,1.0,56.52235706740634,,,,,,,,,
L (38-45),1,34,54.0,324,0,33,134,5,4.1,87,5.3,4,9,4,32,4,36,0,1,0,1.0,22.0,30.0,241.0,3.0,32.0,156.0,2.0,4.9,62.0,6.4,1.0,9.0,1.0,23.0,10.0,87.0,0.0,1.0,38.15774613530987,,,,,,,,,
W (28-21),0,36,51.0,374,2,32,102,1,3.2,83,5.7,0,9,0,28,9,65,0,0,0,0.0,21.0,34.0,245.0,3.0,31.0,61.0,0.0,2.0,65.0,4.7,1.0,5.0,1.0,18.0,2.0,15.0,0.0,0.0,77.39783543814464,,,,,,,,,
W (37-34),1,26,35.0,408,2,22,114,2,5.2,57,9.2,1,7,1,23,5,25,0,1,0,1.0,19.0,28.0,279.0,2.0,51.0,313.0,2.0,6.1,79.0,7.5,0.0,20.0,0.0,32.0,7.0,51.0,1.0,0.0,120.1813906962544,,,,,,,,,
W (51-33),2,25,43.0,485,3,24,218,4,9.1,67,10.5,1,14,1,30,10,104,1,1,0,0.0,34.0,53.0,358.0,2.0,36.0,75.0,2.0,2.1,89.0,4.9,5.0,8.0,5.0,28.0,5.0,40.0,0.0,0.0,150.96375725556814,,,,,,,,,
W (17-14),3,17,28.0,200,1,22,53,1,2.4,50,5.1,1,4,1,10,5,50,1,2,0,3.0,18.0,31.0,227.0,2.0,44.0,174.0,0.0,4.0,75.0,5.3,3.0,8.0,3.0,22.0,11.0,106.0,2.0,1.0,24.402318398948967,,,,,,,,,
L (41-44),2,37,48.0,375,2,25,53,2,2.1,73,5.9,5,5,5,28,5,27,0,2,1,1.0,34.0,45.0,446.0,3.0,32.0,178.0,1.0,5.6,77.0,8.1,0.0,11.0,0.0,28.0,8.0,87.0,0.0,1.0,35.872606503153264,,,,,,,,,
L (14-30),0,19,32.0,172,2,29,144,0,5.0,61,5.2,1,7,1,17,11,106,0,0,0,0.0,15.0,29.0,188.0,2.0,40.0,181.0,1.0,4.5,69.0,5.3,5.0,11.0,5.0,23.0,5.0,50.0,0.0,0.0,45.451990796362864,,,,,,,,,
L (17-21),2,27,31.0,222,1,19,42,1,2.2,50,5.3,1,3,1,14,8,52,2,0,1,1.0,17.0,27.0,175.0,1.0,42.0,169.0,2.0,4.0,69.0,5.0,3.0,10.0,3.0,19.0,6.0,65.0,1.0,0.0,24.26980684152588,,,,,,,,,
W (28-18),0,22,37.0,219,1,35,137,3,3.9,72,4.9,2,8,2,20,4,30,0,0,1,1.0,18.0,33.0,212.0,2.0,34.0,121.0,1.0,3.6,67.0,5.0,0.0,10.0,0.0,18.0,6.0,45.0,0.0,1.0,64.80146682131866,,,,,,,,,
L (33-51),0,34,53.0,358,2,36,75,2,2.1,89,4.9,5,8,5,28,5,40,0,0,1,2.0,25.0,43.0,485.0,3.0,24.0,218.0,4.0,9.1,67.0,10.5,1.0,14.0,1.0,30.0,10.0,104.0,1.0,1.0,85.85750511241312,,,,,,,,,
L (31-38),2,23,40.0,214,2,33,190,2,5.8,73,5.5,5,7,5,23,11,72,1,1,0,1.0,16.0,24.0,308.0,1.0,38.0,76.0,3.0,2.0,62.0,6.2,1.0,7.0,1.0,19.0,8.0,76.0,1.0,0.0,-9.726996900713054,,,,,,,,,
W (33-10),1,20,30.0,203,1,46,218,1,4.7,76,5.5,8,12,8,32,6,69,1,0,0,1.0,16.0,35.0,193.0,1.0,18.0,35.0,0.0,1.9,53.0,4.3,3.0,1.0,3.0,14.0,15.0,132.0,0.0,1.0,-4.2349102106143945,,,,,,,,,
W (43-40),1,24,37.0,283,1,37,217,3,5.9,74,6.8,0,12,0,26,5,46,0,1,1,3.0,21.0,37.0,421.0,3.0,35.0,169.0,2.0,4.8,72.0,8.2,3.0,8.0,3.0,28.0,2.0,12.0,2.0,1.0,14.728973489068082,,,,,,,,,
L (31-41),2,23,39.0,275,2,40,155,2,3.9,79,5.4,3,8,3,25,7,50,1,1,1,2.0,16.0,28.0,341.0,3.0,27.0,153.0,2.0,5.7,55.0,9.0,1.0,6.0,1.0,17.0,6.0,67.0,1.0,1.0,3.729013947508687,,,,,,,,,
W (23-20),2,19,34.0,203,1,53,203,2,3.8,87,4.7,3,15,3,26,5,41,1,1,1,0.0,17.0,28.0,190.0,0.0,40.0,236.0,2.0,5.9,68.0,6.3,2.0,11.0,2.0,22.0,6.0,60.0,0.0,0.0,20.62340883525501,,,,,,,,,
W (49-17),2,22,31.0,271,3,29,141,3,4.9,60,6.9,4,7,4,24,7,72,1,1,0,6.0,26.0,44.0,266.0,0.0,35.0,94.0,2.0,2.7,79.0,4.6,0.0,8.0,0.0,20.0,12.0,109.0,1.0,5.0,21.04107550363739,,,,,,,,,
W (73-0),1,37,45.0,480,6,27,210,3,7.8,72,9.6,2,10,2,32,4,25,0,1,1,2.0,19.0,35.0,124.0,0.0,33.0,61.0,0.0,1.8,68.0,2.7,1.0,3.0,1.0,10.0,7.0,74.0,1.0,1.0,21.19116220728094,,,,,,,,,
L (28-31),0,35,49.0,373,2,24,108,2,4.5,73,6.6,1,6,1,26,7,53,0,0,0,1.0,24.0,35.0,273.0,1.0,45.0,213.0,3.0,4.7,80.0,6.1,2.0,12.0,2.0,30.0,6.0,57.0,1.0,0.0,1.515668050491735,,,,,,,,,
W (20-17),1,14,23.0,128,0,44,224,2,5.1,67,5.3,0,12,0,19,11,86,1,0,1,4.0,5.0,12.0,96.0,2.0,39.0,231.0,0.0,5.9,51.0,6.4,4.0,7.0,4.0,14.0,4.0,22.0,3.0,1.0,41.35685990352419,,,,,,,,,
W (59-7),0,25,41.0,461,7,17,131,0,7.7,58,10.2,1,7,1,25,1,5,0,0,0,3.0,19.0,34.0,223.0,1.0,47.0,161.0,0.0,3.4,81.0,4.7,0.0,10.0,0.0,22.0,7.0,65.0,1.0,2.0,52.21384764152607,,,,,,,,,
L (17-41),2,28,59.0,300,2,29,85,0,2.9,88,4.4,1,9,1,24,3,22,0,2,0,0.0,9.0,20.0,122.0,1.0,42.0,252.0,3.0,6.0,62.0,6.0,1.0,10.0,1.0,18.0,5.0,45.0,0.0,0.0,59.281700917734,,,,,,,,,
