game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp,team_elo,havoc,points_per_opp,average_field_start,power_success,second_level_yards,open_field_yards,line_yards,success_rate,explosiveness
L (21-31),0,12,18.0,115,1,39,229,2,5.9,57,6.0,2,6,2,12,5,40,0,0,1,1.0,3.0,4.0,90.0,0.0,68.0,421.0,4.0,6.2,72.0,7.1,0.0,22.0,0.0,24.0,9.0,83.0,1.0,0.0,6.091028191124632,,,,,,,,,
W (45-17),1,9,18.0,128,1,53,288,4,5.4,71,5.9,1,16,1,20,9,70,0,1,1,3.0,25.0,41.0,258.0,0.0,47.0,146.0,2.0,3.1,88.0,4.6,1.0,11.0,1.0,25.0,6.0,36.0,1.0,2.0,25.65450592440408,,,,,,,,,
L (34-38),1,9,25.0,212,1,53,246,3,4.6,78,5.9,4,12,4,22,8,73,0,1,0,0.0,20.0,34.0,366.0,2.0,30.0,215.0,3.0,7.2,64.0,9.1,1.0,5.0,1.0,19.0,7.0,90.0,0.0,0.0,11.553090304041008,,,,,,,,,
L (20-27),0,14,28.0,191,0,55,166,2,3.0,83,4.3,2,13,2,22,7,46,0,0,0,2.0,11.0,28.0,142.0,2.0,45.0,279.0,1.0,6.2,73.0,5.8,1.0,14.0,1.0,21.0,6.0,60.0,1.0,1.0,-1.2591219481492055,,,,,,,,,
L (31-51),2,15,24.0,168,0,49,336,4,6.9,73,6.9,1,16,1,24,9,81,2,0,0,0.0,23.0,35.0,217.0,2.0,41.0,168.0,4.0,4.1,76.0,5.1,3.0,7.0,3.0,24.0,4.0,36.0,0.0,0.0,-10.452122610966557,,,,,,,,,
L (43-46),2,17,36.0,321,4,36,74,2,2.1,72,5.5,1,5,1,16,7,49,1,1,0,2.0,15.0,29.0,261.0,3.0,44.0,287.0,2.0,6.5,73.0,7.5,3.0,14.0,3.0,28.0,4.0,33.0,2.0,0.0,6.3199390706781395,,,,,,,,,
W (25-23),1,16,31.0,174,1,44,260,2,5.9,75,5.8,3,11,3,21,8,73,0,1,1,2.0,24.0,44.0,263.0,1.0,32.0,131.0,0.0,4.1,76.0,5.2,3.0,9.0,3.0,26.0,10.0,88.0,0.0,2.0,51.19237522433318,,,,,,,,,
W (30-12),0,16,29.0,208,1,49,209,2,4.3,78,5.3,2,10,2,21,5,50,0,0,0,1.0,19.0,38.0,266.0,1.0,26.0,81.0,0.0,3.1,64.0,5.4,2.0,5.0,2.0,14.0,5.0,41.0,0.0,1.0,63.07295009421056,,,,,,,,,
W (24-19),2,8,13.0,49,1,53,216,2,4.1,66,4.0,0,12,0,16,6,61,1,1,0,3.0,17.0,37.0,162.0,1.0,36.0,137.0,1.0,3.8,73.0,4.1,3.0,6.0,3.0,18.0,5.0,35.0,2.0,1.0,109.81462462301714,,,,,,,,,
W (28-7),0,15,25.0,159,2,45,175,1,3.9,70,4.8,2,13,2,23,3,40,0,0,1,2.0,8.0,20.0,107.0,1.0,30.0,101.0,0.0,3.4,50.0,4.2,2.0,5.0,2.0,10.0,7.0,60.0,0.0,2.0,120.97698600671676,,,,,,,,,
W (61-17),2,26,33.0,439,4,45,157,4,3.5,78,7.6,8,9,8,31,9,65,1,1,1,4.0,18.0,31.0,201.0,1.0,26.0,134.0,1.0,5.2,57.0,5.9,0.0,5.0,0.0,13.0,14.0,163.0,3.0,1.0,16.130783920424513,,,,,,,,,
W (40-13),1,19,31.0,253,3,49,350,2,7.1,80,7.5,1,16,1,27,12,109,0,1,1,4.0,27.0,49.0,321.0,1.0,24.0,75.0,1.0,3.1,73.0,5.4,5.0,6.0,5.0,25.0,3.0,20.0,1.0,3.0,51.55973488247824,,,,,,,,,
W (63-21),1,25,31.0,365,2,41,235,5,5.7,72,8.3,3,14,3,33,10,74,1,0,1,1.0,15.0,33.0,160.0,3.0,37.0,187.0,0.0,5.1,70.0,5.0,3.0,5.0,3.0,16.0,10.0,50.0,0.0,1.0,88.52702562763355,,,,,,,,,
W (31-24),3,23,40.0,412,1,36,203,3,5.6,76,8.1,1,8,1,23,5,32,1,2,0,1.0,27.0,52.0,283.0,1.0,37.0,206.0,1.0,5.6,89.0,5.5,1.0,8.0,1.0,21.0,4.0,30.0,1.0,0.0,132.2645588460025,,,,,,,,,
W (45-19),0,18,28.0,254,4,40,130,2,3.3,68,5.6,1,7,1,17,7,55,0,0,0,5.0,17.0,42.0,201.0,2.0,35.0,196.0,0.0,5.6,77.0,5.2,1.0,10.0,1.0,19.0,6.0,57.0,1.0,4.0,175.57331337526475,,,,,,,,,
W (62-55),4,28,40.0,494,5,39,232,3,5.9,79,9.2,5,9,5,32,8,68,1,3,1,4.0,27.0,49.0,321.0,1.0,24.0,75.0,1.0,3.1,73.0,5.4,5.0,6.0,5.0,25.0,3.0,20.0,1.0,3.0,218.47736562510008,,,,,,,,,
W (45-44),3,35,59.0,491,4,25,63,2,2.5,84,6.6,2,3,2,29,7,56,3,0,1,0.0,9.0,30.0,89.0,0.0,63.0,382.0,5.0,6.1,93.0,5.1,3.0,15.0,3.0,23.0,5.0,39.0,0.0,0.0,21.137106270523176,,,,,,,,,
L (45-48),3,34,56.0,463,4,35,170,2,4.9,91,7.0,2,9,2,31,10,99,1,2,0,3.0,23.0,39.0,398.0,6.0,37.0,162.0,0.0,4.4,76.0,7.4,6.0,5.0,6.0,26.0,11.0,109.0,1.0,2.0,36.24584900412623,,,,,,,,,
W (27-23),1,28,45.0,372,1,35,95,2,2.7,80,5.8,0,9,0,25,9,85,0,1,1,0.0,17.0,38.0,243.0,1.0,38.0,191.0,1.0,5.0,76.0,5.7,5.0,9.0,5.0,24.0,6.0,53.0,0.0,0.0,49.24009056499461,,,,,,,,,
W (31-14),0,21,36.0,266,2,37,142,2,3.8,73,5.6,0,11,0,22,7,67,0,0,1,2.0,8.0,15.0,74.0,0.0,62.0,246.0,2.0,4.0,77.0,4.2,5.0,14.0,5.0,24.0,3.0,15.0,1.0,1.0,64.61303425497161,,,,,,,,,
L (17-48),1,11,16.0,115,2,32,134,0,4.2,48,5.2,2,7,2,12,5,40,1,0,0,0.0,15.0,22.0,234.0,4.0,50.0,272.0,2.0,5.4,72.0,7.0,2.0,15.0,2.0,24.0,10.0,70.0,0.0,0.0,53.763766642389704,,,,,,,,,
L (23-28),2,32,52.0,421,3,31,80,0,2.6,83,6.0,2,10,2,28,12,100,1,1,0,1.0,17.0,28.0,264.0,0.0,41.0,153.0,3.0,3.7,69.0,6.0,1.0,10.0,1.0,24.0,11.0,115.0,0.0,1.0,66.84032728996378,,,,,,,,,
W (49-31),2,23,33.0,289,0,34,232,6,6.8,67,7.8,0,12,0,25,9,94,0,2,1,1.0,12.0,23.0,94.0,1.0,48.0,263.0,2.0,5.5,71.0,5.0,4.0,15.0,4.0,24.0,6.0,34.0,0.0,1.0,19.193964750922873,,,,,,,,,
W (27-24),2,28,51.0,397,3,37,71,0,1.9,88,5.3,0,6,0,25,8,49,0,2,1,4.0,21.0,40.0,298.0,2.0,35.0,68.0,0.0,1.9,75.0,4.9,1.0,3.0,1.0,17.0,10.0,73.0,2.0,2.0,55.61046535827289,,,,,,,,,
L (27-30),2,15,29.0,164,0,29,163,3,5.6,58,5.6,1,6,1,15,9,80,1,1,0,1.0,34.0,51.0,340.0,2.0,30.0,122.0,1.0,4.1,81.0,5.7,3.0,7.0,3.0,23.0,6.0,59.0,0.0,1.0,72.84997386798334,,,,,,,,,
W (28-27),3,27,50.0,358,3,30,184,1,6.1,80,6.8,1,10,1,30,3,35,3,0,1,1.0,17.0,28.0,267.0,2.0,41.0,169.0,1.0,4.1,69.0,6.3,3.0,9.0,3.0,20.0,6.0,40.0,0.0,1.0,111.58693134013492,,,,,,,,,
W (48-17),1,19,35.0,266,3,45,347,2,7.7,80,7.7,3,16,3,29,8,60,1,0,0,1.0,18.0,31.0,278.0,1.0,29.0,88.0,1.0,3.0,60.0,6.1,1.0,5.0,1.0,15.0,10.0,99.0,0.0,1.0,123.86839719523417,,,,,,,,,
W (38-24),0,21,34.0,329,2,38,193,2,5.1,72,7.3,1,9,1,23,9,79,0,0,0,2.0,27.0,49.0,376.0,2.0,34.0,110.0,1.0,3.2,83.0,5.9,1.0,7.0,1.0,23.0,4.0,45.0,0.0,2.0,165.269323999445,,,,,,,,,
W (31-28),1,17,24.0,325,2,43,176,2,4.1,67,7.5,3,9,3,22,9,76,1,0,1,0.0,15.0,28.0,172.0,2.0,26.0,170.0,1.0,6.5,54.0,6.3,3.0,5.0,3.0,16.0,7.0,35.0,0.0,0.0,208.859901199122,,,,,,,,,
W (19-13),2,28,37.0,314,0,36,116,1,3.2,73,5.9,1,6,1,18,11,97,2,0,0,3.0,21.0,39.0,170.0,1.0,24.0,63.0,1.0,2.6,63.0,3.7,2.0,3.0,2.0,13.0,4.0,35.0,0.0,3.0,15.773440770699654,,,,,,,,,
W (30-24),2,17,28.0,229,1,38,112,1,2.9,66,5.2,4,9,4,21,9,83,2,0,0,5.0,24.0,42.0,248.0,1.0,42.0,200.0,2.0,4.8,84.0,5.3,5.0,10.0,5.0,24.0,4.0,60.0,2.0,3.0,56.14607631357772,,,,,,,,,
L (27-28),1,17,28.0,267,2,41,169,1,4.1,69,6.3,3,9,3,20,6,40,0,1,0,3.0,27.0,50.0,358.0,3.0,30.0,184.0,1.0,6.1,80.0,6.8,1.0,10.0,1.0,30.0,3.0,35.0,3.0,0.0,40.408050283159184,,,,,,,,,
L (20-41),1,25,43.0,293,2,30,91,0,3.0,73,5.3,2,4,2,20,5,49,1,0,0,1.0,10.0,13.0,69.0,2.0,49.0,347.0,2.0,7.1,62.0,6.7,1.0,15.0,1.0,19.0,8.0,60.0,1.0,0.0,22.370627900004703,,,,,,,,,
L (25-33),7,21,40.0,305,1,36,62,2,1.7,76,4.8,5,9,5,27,7,69,3,4,1,2.0,40.0,69.0,311.0,3.0,17.0,27.0,0.0,1.6,86.0,3.9,2.0,3.0,2.0,20.0,10.0,66.0,0.0,2.0,26.843814349911263,,,,,,,,,
W (34-13),0,15,24.0,181,0,52,310,4,6.0,76,6.5,2,18,2,29,2,22,0,0,1,1.0,14.0,28.0,195.0,0.0,35.0,124.0,2.0,3.5,63.0,5.1,1.0,9.0,1.0,17.0,6.0,75.0,1.0,0.0,38.46439287778366,,,,,,,,,
L (10-59),4,25,41.0,219,0,27,85,1,3.1,68,4.5,2,3,2,16,9,93,1,3,0,2.0,15.0,23.0,244.0,3.0,45.0,234.0,4.0,5.2,68.0,7.0,4.0,9.0,4.0,25.0,9.0,73.0,2.0,0.0,-6.2314600147519466,,,,,,,,,
W (61-10),3,28,41.0,271,3,57,318,3,5.6,98,6.0,1,12,1,29,7,60,1,2,0,5.0,8.0,22.0,54.0,0.0,37.0,108.0,0.0,2.9,59.0,2.7,0.0,8.0,0.0,10.0,9.0,52.0,4.0,1.0,1.2630686506138282,,,,,,,,,
L (14-27),0,18,34.0,149,1,29,63,0,2.2,63,3.4,3,5,3,14,7,73,0,0,1,0.0,22.0,31.0,293.0,2.0,52.0,216.0,1.0,4.2,83.0,6.1,3.0,10.0,3.0,29.0,8.0,85.0,0.0,0.0,20.897194496455988,,,,,,,,,
W (52-28),2,20,29.0,323,2,47,265,5,5.6,76,7.7,0,15,0,25,6,55,2,0,0,3.0,13.0,30.0,85.0,0.0,53.0,375.0,4.0,7.1,83.0,5.5,2.0,20.0,2.0,25.0,4.0,32.0,1.0,2.0,29.970048756360494,,,,,,,,,
W (24-10),2,13,24.0,114,0,24,129,2,5.4,48,5.1,1,4,1,12,5,50,1,1,0,4.0,12.0,22.0,75.0,0.0,57.0,265.0,1.0,4.6,79.0,4.3,1.0,17.0,1.0,21.0,9.0,63.0,4.0,0.0,48.691199875652565,,,,,,,,,
L (35-38),1,17,30.0,284,2,29,237,3,8.2,59,8.8,0,6,0,19,8,67,1,0,0,1.0,4.0,12.0,33.0,0.0,82.0,407.0,4.0,5.0,94.0,4.7,2.0,23.0,2.0,28.0,2.0,10.0,0.0,1.0,58.48467031836424,,,,,,,,,
L (7-56),1,16,27.0,94,0,21,73,1,3.5,48,3.5,3,5,3,11,5,50,1,0,0,0.0,32.0,36.0,496.0,4.0,38.0,180.0,4.0,4.7,74.0,9.1,1.0,14.0,1.0,35.0,5.0,60.0,0.0,0.0,-2.00450019501102,,,,,,,,,
L (16-63),2,18,39.0,201,1,14,17,1,1.2,53,4.1,1,1,1,12,4,35,1,1,1,1.0,20.0,23.0,175.0,3.0,64.0,328.0,5.0,5.1,87.0,5.8,1.0,17.0,1.0,29.0,3.0,20.0,1.0,0.0,-13.3168818599265,,,,,,,,,
L (21-35),0,9,18.0,110,1,37,152,1,4.1,55,4.8,2,10,2,16,5,50,0,0,0,1.0,3.0,7.0,80.0,1.0,50.0,353.0,4.0,7.1,57.0,7.6,1.0,18.0,1.0,22.0,6.0,47.0,0.0,1.0,-24.6464692416801,,,,,,,,,
L (0-24),3,14,28.0,130,0,22,17,0,0.8,50,2.9,0,1,0,6,5,45,2,1,0,3.0,16.0,27.0,221.0,1.0,45.0,202.0,2.0,4.5,72.0,5.9,1.0,11.0,1.0,20.0,10.0,94.0,1.0,2.0,-41.18867454693525,,,,,,,,,
L (3-30),0,10,23.0,48,0,32,89,0,2.8,55,2.5,0,6,0,6,6,60,0,0,0,1.0,13.0,30.0,190.0,3.0,36.0,210.0,1.0,5.8,66.0,6.1,2.0,9.0,2.0,18.0,9.0,92.0,0.0,1.0,-53.84411778148864,,,,,,,,,
L (21-42),3,12,26.0,261,2,35,163,1,4.7,61,7.0,4,8,4,19,9,79,1,2,1,2.0,15.0,28.0,203.0,2.0,49.0,343.0,3.0,7.0,77.0,7.1,2.0,19.0,2.0,28.0,8.0,70.0,2.0,0.0,-64.96932677945804,,,,,,,,,
W (17-10),1,15,20.0,155,2,45,220,0,4.9,65,5.8,2,12,2,20,10,75,1,0,0,1.0,11.0,27.0,137.0,1.0,31.0,137.0,0.0,4.4,58.0,4.7,2.0,7.0,2.0,14.0,10.0,98.0,0.0,1.0,19.3915355063912,,,,,,,,,
L (29-31),1,27,43.0,367,3,33,102,0,3.1,76,6.2,2,8,2,27,3,25,0,1,1,2.0,15.0,21.0,212.0,3.0,30.0,246.0,1.0,8.2,51.0,9.0,0.0,9.0,0.0,18.0,3.0,35.0,2.0,0.0,23.63031104859037,,,,,,,,,
W (20-7),1,12,22.0,134,1,40,314,0,7.9,62,7.2,1,12,1,19,9,63,1,0,1,3.0,6.0,14.0,145.0,1.0,41.0,155.0,0.0,3.8,55.0,5.5,1.0,8.0,1.0,13.0,7.0,70.0,1.0,2.0,35.76052230800485,,,,,,,,,
L (7-14),2,13,22.0,105,1,40,156,0,3.9,62,4.2,4,9,4,19,5,45,2,0,0,3.0,18.0,25.0,215.0,2.0,37.0,100.0,0.0,2.7,62.0,5.1,1.0,6.0,1.0,18.0,6.0,75.0,2.0,1.0,44.18989970882548,,,,,,,,,
W (9-7),1,26,39.0,267,0,39,88,0,2.3,78,4.6,1,4,1,23,4,24,1,0,1,2.0,16.0,23.0,189.0,1.0,23.0,40.0,0.0,1.7,46.0,5.0,1.0,2.0,1.0,12.0,7.0,70.0,1.0,1.0,49.34857429325322,,,,,,,,,
W (28-6),0,20,28.0,296,3,35,76,1,2.2,63,5.9,0,5,0,15,6,69,0,0,0,1.0,18.0,31.0,166.0,1.0,26.0,64.0,0.0,2.5,57.0,4.0,3.0,4.0,3.0,16.0,4.0,14.0,0.0,1.0,16.53400133493686,,,,,,,,,
L (0-59),2,7,22.0,38,0,16,40,0,2.5,38,2.1,1,1,1,3,5,20,1,1,1,0.0,17.0,27.0,181.0,2.0,66.0,496.0,6.0,7.5,93.0,7.3,2.0,24.0,2.0,38.0,6.0,40.0,0.0,0.0,35.42327249655394,,,,,,,,,
L (14-45),0,17,31.0,172,1,22,64,1,2.9,53,4.5,0,3,0,11,5,25,0,0,1,1.0,10.0,14.0,126.0,2.0,54.0,423.0,4.0,7.8,68.0,8.1,0.0,21.0,0.0,27.0,7.0,46.0,1.0,0.0,24.644400590359993,,,,,,,,,
L (27-34),1,27,49.0,333,4,23,107,0,4.7,72,6.1,4,8,4,27,10,100,0,1,0,0.0,19.0,29.0,174.0,1.0,37.0,212.0,3.0,5.7,66.0,5.8,4.0,14.0,4.0,26.0,7.0,50.0,0.0,0.0,8.853031261270367,,,,,,,,,
L (21-44),4,30,43.0,308,1,20,60,2,3.0,63,5.8,3,3,3,21,4,48,0,4,1,1.0,13.0,17.0,195.0,0.0,47.0,232.0,5.0,4.9,64.0,6.7,3.0,10.0,3.0,21.0,9.0,61.0,1.0,0.0,21.366992597749352,,,,,,,,,
L (17-34),0,39,66.0,259,1,25,55,1,2.2,91,3.5,4,7,4,22,5,26,0,0,1,1.0,19.0,30.0,197.0,2.0,41.0,111.0,1.0,2.7,71.0,4.3,1.0,7.0,1.0,19.0,7.0,78.0,0.0,1.0,-11.592716201514245,,,,,,,,,
W (42-23),0,19,29.0,273,3,40,167,3,4.2,69,6.4,0,8,0,21,3,23,0,0,0,1.0,28.0,53.0,353.0,1.0,24.0,30.0,2.0,1.3,77.0,5.0,3.0,3.0,3.0,22.0,9.0,64.0,0.0,1.0,28.952872547013907,,,,,,,,,
W (20-14),1,19,31.0,249,2,47,156,0,3.3,78,5.2,2,13,2,23,6,54,1,0,0,3.0,7.0,18.0,46.0,0.0,35.0,211.0,2.0,6.0,53.0,4.8,1.0,7.0,1.0,12.0,6.0,52.0,0.0,3.0,65.72296363928027,,,,,,,,,
L (14-31),1,22,42.0,212,2,31,102,0,3.3,73,4.3,4,4,4,20,3,45,0,1,0,1.0,10.0,18.0,134.0,1.0,40.0,176.0,2.0,4.4,58.0,5.3,2.0,11.0,2.0,19.0,6.0,65.0,0.0,1.0,49.892798109673535,,,,,,,,,
L (21-38),2,19,36.0,214,1,28,63,2,2.3,64,4.3,1,4,1,16,8,73,1,1,0,2.0,15.0,26.0,195.0,3.0,43.0,298.0,2.0,6.9,69.0,7.1,3.0,15.0,3.0,27.0,6.0,65.0,2.0,0.0,67.13881738664739,,,,,,,,,
L (0-10),1,17,34.0,186,0,20,5,0,0.3,54,3.5,0,2,0,9,4,50,1,0,1,1.0,14.0,21.0,143.0,1.0,53.0,202.0,0.0,3.8,74.0,4.7,1.0,12.0,1.0,20.0,4.0,20.0,0.0,1.0,46.52258948184965,,,,,,,,,
W (31-24),0,15,27.0,235,1,45,234,3,5.2,72,6.5,2,11,2,21,5,34,0,0,1,1.0,31.0,54.0,371.0,3.0,35.0,221.0,0.0,6.3,89.0,6.7,0.0,12.0,0.0,29.0,9.0,81.0,0.0,1.0,26.91151846160511,,,,,,,,,
W (38-0),1,21,32.0,311,3,57,271,2,4.8,89,6.5,2,14,2,32,2,25,0,1,1,1.0,8.0,26.0,85.0,0.0,24.0,64.0,0.0,2.7,50.0,3.0,1.0,3.0,1.0,7.0,5.0,35.0,0.0,1.0,51.19505859215579,,,,,,,,,
W (23-10),1,22,33.0,322,1,48,109,1,2.3,81,5.3,0,6,0,20,9,67,0,1,0,0.0,14.0,33.0,191.0,1.0,33.0,153.0,0.0,4.6,66.0,5.2,2.0,7.0,2.0,16.0,5.0,27.0,0.0,0.0,59.924355301814,,,,,,,,,
W (24-3),0,13,27.0,200,1,48,187,2,3.9,75,5.2,3,11,3,23,3,40,0,0,1,2.0,10.0,24.0,82.0,0.0,35.0,101.0,0.0,2.9,59.0,3.1,2.0,5.0,2.0,10.0,7.0,53.0,1.0,1.0,90.68907734762134,,,,,,,,,
L (22-28),0,14,26.0,153,0,36,105,2,2.9,62,4.2,1,6,1,14,4,42,0,0,0,1.0,2.0,8.0,140.0,2.0,57.0,261.0,2.0,4.6,65.0,6.2,2.0,15.0,2.0,19.0,5.0,45.0,0.0,1.0,76.23775593846274,,,,,,,,,
W (10-0),1,14,21.0,143,1,53,202,0,3.8,74,4.7,1,12,1,20,4,20,0,1,0,1.0,17.0,34.0,186.0,0.0,20.0,5.0,0.0,0.3,54.0,3.5,0.0,2.0,0.0,9.0,4.0,50.0,1.0,0.0,115.10389791870642,,,,,,,,,
W (34-10),0,13,19.0,151,1,52,158,2,3.0,71,4.4,0,8,0,15,5,40,0,0,0,4.0,18.0,41.0,163.0,1.0,41.0,142.0,0.0,3.5,82.0,3.7,1.0,10.0,1.0,19.0,0.0,0.0,1.0,3.0,21.30908622729431,,,,,,,,,
W (20-19),0,14,27.0,176,2,40,168,0,4.2,67,5.1,2,7,2,18,8,66,0,0,0,0.0,26.0,52.0,372.0,2.0,35.0,122.0,0.0,3.5,87.0,5.7,3.0,8.0,3.0,27.0,7.0,65.0,0.0,0.0,62.32222839670316,,,,,,,,,
L (14-28),0,14,30.0,203,2,35,133,0,3.8,65,5.2,1,7,1,16,4,25,0,0,0,2.0,29.0,41.0,263.0,2.0,48.0,190.0,2.0,4.0,89.0,5.1,0.0,12.0,0.0,25.0,9.0,79.0,1.0,1.0,41.67879293618844,,,,,,,,,
W (42-32),1,28,34.0,461,5,39,164,1,4.2,73,8.6,0,10,0,26,6,55,1,0,1,1.0,28.0,46.0,332.0,1.0,42.0,191.0,3.0,4.5,88.0,5.9,1.0,10.0,1.0,30.0,0.0,0.0,0.0,1.0,57.074688863183646,,,,,,,,,
W (64-43),1,25,38.0,363,3,51,371,5,7.3,89,8.2,1,18,1,33,10,62,1,0,0,2.0,38.0,67.0,443.0,3.0,32.0,178.0,2.0,5.6,99.0,6.3,2.0,9.0,2.0,33.0,3.0,25.0,0.0,2.0,77.34309970617102,,,,,,,,,
L (23-31),3,16,34.0,191,2,35,145,0,4.1,69,4.9,2,6,2,14,2,10,1,2,1,3.0,25.0,44.0,346.0,2.0,45.0,97.0,2.0,2.2,89.0,5.0,0.0,6.0,0.0,22.0,4.0,20.0,0.0,3.0,96.07327729065756,,,,,,,,,
W (30-14),0,17,30.0,284,2,24,84,0,3.5,54,6.8,0,5,0,17,6,56,0,0,0,2.0,24.0,35.0,178.0,2.0,42.0,131.0,0.0,3.1,77.0,4.0,1.0,9.0,1.0,19.0,4.0,25.0,0.0,2.0,19.58540499253308,,,,,,,,,
W (37-10),1,11,21.0,160,1,39,254,3,6.5,60,6.9,1,11,1,20,3,20,0,1,0,3.0,22.0,30.0,191.0,0.0,42.0,131.0,1.0,3.1,72.0,4.5,0.0,11.0,0.0,20.0,3.0,35.0,0.0,3.0,58.97106692650163,,,,,,,,,
W (38-7),1,27,42.0,215,2,38,162,3,4.3,80,4.7,1,8,1,22,6,40,1,0,1,1.0,16.0,26.0,133.0,0.0,26.0,-40.0,0.0,-1.5,52.0,1.8,1.0,3.0,1.0,9.0,4.0,31.0,1.0,0.0,84.4318217722781,,,,,,,,,
W (44-23),2,9,12.0,109,0,58,333,5,5.7,70,6.3,3,15,3,24,4,47,1,1,1,1.0,19.0,33.0,170.0,2.0,28.0,62.0,0.0,2.2,61.0,3.8,2.0,4.0,2.0,15.0,6.0,59.0,1.0,0.0,91.63640653027382,,,,,,,,,
L (22-30),1,17,23.0,190,0,33,135,3,4.1,56,5.8,3,9,3,20,7,73,1,0,0,0.0,16.0,27.0,211.0,0.0,44.0,195.0,3.0,4.4,71.0,5.7,2.0,9.0,2.0,21.0,5.0,50.0,0.0,0.0,101.7112807174912,,,,,,,,,
W (41-14),0,11,17.0,93,0,45,328,5,7.3,62,6.8,1,14,1,20,2,15,0,0,1,4.0,37.0,55.0,369.0,1.0,14.0,-24.0,1.0,-1.7,69.0,5.0,0.0,1.0,0.0,19.0,4.0,34.0,1.0,3.0,144.56420797710075,,,,,,,,,
W (47-44),3,49,67.0,433,3,27,22,1,0.8,94,4.8,0,3,0,25,5,55,1,2,1,4.0,19.0,28.0,237.0,2.0,42.0,168.0,2.0,4.0,70.0,5.8,0.0,9.0,0.0,19.0,5.0,34.0,3.0,1.0,20.57950506016703,,,,,,,,,
W (45-7),2,38,50.0,505,5,34,55,1,1.6,84,6.7,3,8,3,31,5,55,1,1,1,3.0,14.0,30.0,105.0,0.0,24.0,46.0,1.0,1.9,54.0,2.8,3.0,5.0,3.0,13.0,5.0,53.0,0.0,3.0,48.54360399379422,,,,,,,,,
W (33-10),2,24,42.0,282,3,25,87,0,3.5,67,5.5,6,4,6,19,6,74,2,0,0,3.0,15.0,27.0,145.0,1.0,45.0,132.0,0.0,2.9,72.0,3.8,2.0,6.0,2.0,13.0,10.0,95.0,1.0,2.0,85.37045336363764,,,,,,,,,
W (28-0),2,20,43.0,212,3,35,194,1,5.5,78,5.2,1,10,1,21,6,70,2,0,1,1.0,13.0,34.0,94.0,0.0,40.0,80.0,0.0,2.0,74.0,2.4,2.0,8.0,2.0,13.0,5.0,45.0,1.0,0.0,90.0413730384507,,,,,,,,,
W (24-21),1,34,48.0,337,3,29,93,0,3.2,77,5.6,1,7,1,25,4,25,0,1,1,1.0,9.0,20.0,105.0,0.0,27.0,93.0,2.0,3.4,47.0,4.2,0.0,4.0,0.0,9.0,4.0,20.0,0.0,1.0,95.01531403144094,,,,,,,,,
L (14-41),4,37,55.0,369,1,14,-24,1,-1.7,69,5.0,0,1,0,19,4,34,1,3,0,0.0,11.0,17.0,93.0,0.0,45.0,328.0,5.0,7.3,62.0,6.8,1.0,14.0,1.0,20.0,2.0,15.0,0.0,0.0,107.60008216306908,,,,,,,,,
L (24-31),1,31,54.0,371,3,35,221,0,6.3,89,6.7,0,12,0,29,9,81,0,1,0,0.0,15.0,27.0,235.0,1.0,45.0,234.0,3.0,5.2,72.0,6.5,2.0,11.0,2.0,21.0,5.0,34.0,0.0,0.0,-10.569139161668708,,,,,,,,,
W (56-34),1,25,39.0,347,2,43,288,5,6.7,82,7.7,2,14,2,31,4,42,0,1,0,3.0,17.0,34.0,197.0,1.0,50.0,367.0,3.0,7.3,84.0,6.7,3.0,13.0,3.0,24.0,8.0,43.0,1.0,2.0,34.242898577664256,,,,,,,,,
W (46-35),1,32,41.0,352,5,29,44,1,1.5,70,5.7,7,5,7,28,9,93,0,1,1,1.0,24.0,39.0,323.0,4.0,33.0,190.0,1.0,5.8,72.0,7.1,3.0,10.0,3.0,27.0,16.0,159.0,0.0,1.0,47.56876956825202,,,,,,,,,
L (39-50),5,20,42.0,285,2,30,62,1,2.1,72,4.8,3,6,3,19,6,41,1,4,1,4.0,20.0,34.0,216.0,3.0,56.0,246.0,4.0,4.4,90.0,5.1,1.0,14.0,1.0,27.0,6.0,56.0,3.0,1.0,63.63841572819448,,,,,,,,,
W (28-23),4,27,46.0,372,4,26,120,0,4.6,72,6.8,0,7,0,20,3,21,2,2,0,2.0,13.0,26.0,159.0,0.0,42.0,173.0,2.0,4.1,68.0,4.9,1.0,7.0,1.0,14.0,5.0,61.0,0.0,2.0,100.51046272697198,,,,,,,,,
L (31-59),2,10,20.0,137,0,51,250,4,4.9,71,5.5,6,14,6,24,6,39,2,0,0,0.0,16.0,19.0,333.0,4.0,35.0,313.0,4.0,8.9,54.0,12.0,2.0,12.0,2.0,27.0,9.0,102.0,0.0,0.0,89.54227528959376,,,,,,,,,
